Date,DXG,TCH,HDG,HDC,KDH,IDC,KBC,DPG,VHM,NLG
03/29/2022,"46,750","21,400","71,000","104,300","53,400","74,800","53,600","81,000","76,500","58,700"
03/28/2022,"45,700","21,000","71,300","100,800","52,900","73,000","52,500","83,200","74,900","58,200"
03/25/2022,"46,500","21,900","72,900","104,000","53,300","75,400","53,800","85,500","75,900","60,900"
03/24/2022,"46,150","21,250","72,500","105,200","53,100","75,000","53,700","85,000","75,700","60,800"
03/23/2022,"45,300","21,000","73,000","103,700","53,000","73,300","54,500","82,000","77,200","59,500"
03/22/2022,"45,200","21,100","73,000","105,600","52,800","72,500","54,600","80,500","78,000","59,000"
03/21/2022,"44,800","21,300","73,500","105,400","53,300","73,500","53,800","80,600","77,500","59,500"
03/18/2022,"41,900","20,700","72,300","103,600","51,000","71,700","53,100","83,200","74,600","55,800"
03/17/2022,"41,600","20,750","71,100","103,500","51,400","69,400","52,900","83,200","74,000","56,100"
03/16/2022,"41,600","20,500","71,500","105,500","50,600","68,200","52,300","81,500","74,200","54,500"
03/15/2022,"40,150","20,400","69,200","105,100","50,000","67,800","52,400","79,500","74,500","54,000"
03/14/2022,"39,900","20,100","68,800","106,000","50,200","65,100","50,700","80,000","74,500","53,600"
03/11/2022,"40,600","21,000","69,500","101,000","51,000","69,300","51,800","80,500","75,000","53,100"
03/10/2022,"40,100","21,550","69,700","101,600","51,500","72,100","52,700","77,500","75,200","54,200"
03/09/2022,"38,850","21,450","68,900","95,000","51,200","71,600","53,000","78,400","74,000","53,700"
03/08/2022,"40,000","21,800","67,500","94,900","52,100","74,000","52,000","73,700","74,600","53,500"
03/07/2022,"42,000","22,300","72,400","98,600","53,800","77,300","54,600","73,800","76,200","54,900"
03/04/2022,"44,000","22,100","72,800","98,600","54,600","76,600","56,300","69,300","77,900","56,200"
03/03/2022,"43,900","21,400","73,000","95,700","54,600","78,200","56,100","64,800","78,000","56,800"
03/02/2022,"43,500","21,150","70,000","94,600","53,700","75,500","56,100","64,200","77,500","55,800"
03/01/2022,"43,200","21,600","70,600","94,000","54,100","74,400","57,500","63,000","78,000","56,500"
02/28/2022,"42,300","21,350","70,400","87,900","52,900","71,400","57,400","64,900","77,500","54,200"
02/25/2022,"43,200","21,550","70,500","88,000","53,300","72,100","57,800","66,600","78,300","53,700"
02/24/2022,"43,200","21,300","68,700","89,000","52,800","70,300","57,100","66,700","78,600","52,400"
02/23/2022,"40,400","22,000","70,000","90,800","54,100","72,800","57,300","68,000","79,400","54,800"
02/22/2022,"38,800","21,950","70,000","89,900","53,900","71,100","56,800","65,000","79,300","54,000"
02/21/2022,"39,500","22,650","69,900","87,600","54,200","73,600","58,500","65,500","80,000","55,300"
02/18/2022,"38,900","22,500","67,200","81,900","54,000","71,800","58,500","65,100","79,700","55,200"
02/17/2022,"38,100","21,750","64,500","80,800","54,900","68,600","58,500","60,900","80,800","54,800"
02/16/2022,"37,450","21,850","64,400","81,300","53,800","68,000","57,700","61,300","80,000","54,700"
02/15/2022,"37,300","20,750","64,100","78,700","53,500","67,700","57,700","59,300","80,000","53,900"
02/14/2022,"35,000","20,300","63,700","77,800","52,700","67,400","56,900","59,500","78,100","52,300"
02/11/2022,"35,100","20,700","64,300","78,500","52,800","69,500","57,800","61,400","79,700","53,200"
02/10/2022,"35,100","21,000","63,400","79,200","52,800","67,900","56,800","57,600","80,100","54,000"
02/09/2022,"35,600","21,050","63,600","79,000","53,100","65,000","56,400","53,900","81,500","53,900"
02/08/2022,"35,300","20,400","63,200","74,400","50,400","64,700","56,500","55,000","81,200","50,800"
02/07/2022,"34,600","20,450","62,800","80,000","50,600","62,600","54,700","54,000","82,200","50,000"
01/28/2022,"33,850","19,750","61,000","79,000","50,000","62,000","53,700","58,000","80,300","50,000"
01/27/2022,"34,700","19,500","60,100","78,500","50,100","60,000","52,500","57,900","81,000","50,000"
01/26/2022,"34,150","19,800","58,900","79,800","50,400","61,100","54,600","62,200","81,200","51,000"
01/25/2022,"32,300","21,250","57,800","83,600","49,900","61,400","55,300","66,800","81,000","52,000"
01/24/2022,"31,450","21,150","57,800","82,200","49,100","59,500","51,800","69,300","76,200","49,200"
01/21/2022,"33,800","22,700","60,200","88,300","50,800","64,800","54,200","70,400","79,400","52,900"
01/20/2022,"33,900","22,350","60,500","82,600","51,700","68,400","55,700","69,900","78,600","53,800"
01/19/2022,"31,700","20,900","58,800","77,200","51,900","64,700","53,900","66,400","77,600","51,700"
01/18/2022,"29,950","20,600","57,000","83,000","50,500","62,900","50,500","67,900","77,000","49,000"
01/17/2022,"32,200","22,150","59,900","89,200","49,800","65,000","53,700","73,000","79,100","52,600"
01/14/2022,"34,600","23,800","62,500","95,900","53,500","70,800","57,700","74,500","82,200","56,500"
01/13/2022,"34,600","22,800","61,500","95,000","53,500","64,400","57,000","73,100","82,200","55,000"
01/12/2022,"37,200","26,350","62,500","95,000","53,700","71,500","58,900","78,500","83,600","57,500"
01/11/2022,"37,900","28,300","63,800","99,500","53,000","77,200","55,100","80,000","83,600","59,100"
01/10/2022,"37,000","28,000","63,500","97,500","54,100","79,900","59,100","81,500","85,400","60,700"
01/07/2022,"39,200","28,500","67,000","102,900","56,600","78,000","62,000","85,000","85,400","65,100"
01/06/2022,"38,050","29,000","67,800","103,000","56,800","71,000","61,800","80,000","85,300","64,500"
01/05/2022,"35,600","28,300","67,000","102,000","55,700","73,000","60,500","79,700","84,000","65,000"
01/04/2022,"35,200","28,100","66,500","100,400","54,400","73,700","61,400","75,000","85,100","64,200"
12/31/2021,"35,000","27,450","66,500","95,000","51,000","72,600","60,800","75,000","82,000","64,200"
12/30/2021,"35,000","28,150","66,500","94,900","52,100","72,900","59,000","75,200","81,600","62,500"
12/29/2021,"35,700","28,500","66,700","93,100","53,000","71,900","60,500","75,600","81,700","63,300"
12/28/2021,"35,850","29,350","66,600","94,800","52,500","74,000","62,100","76,000","82,800","63,000"
12/27/2021,"35,200","29,550","64,900","93,000","53,000","71,800","61,000","73,700","82,800","62,300"
12/24/2021,"34,400","27,650","65,500","93,000","51,000","71,400","60,000","71,500","82,900","60,700"
12/23/2021,"33,950","27,850","66,300","92,000","51,700","70,000","60,000","71,800","82,500","60,600"
12/22/2021,"36,500","28,200","66,800","98,800","51,700","77,000","60,000","73,900","85,700","63,700"
12/21/2021,"35,850","26,400","63,800","101,600","50,200","81,000","58,400","75,500","86,000","65,200"
12/20/2021,"35,500","24,700","74,000","101,100","50,000","82,000","56,000","76,000","83,500","62,500"
12/17/2021,"36,200","25,200","76,000","104,800","50,400","86,800","57,000","76,300","84,500","64,800"
12/16/2021,"36,200","25,100","75,200","101,100","48,400","87,300","56,600","71,400","82,300","65,100"
12/15/2021,"34,000","24,050","74,000","101,000","48,200","84,000","55,700","75,000","82,600","61,000"
12/14/2021,"33,300","24,000","75,000","105,800","48,500","88,000","56,200","74,400","82,100","60,100"
12/13/2021,"34,100","23,500","76,200","105,800","49,600","90,700","55,600","80,000","82,100","59,800"
12/10/2021,"33,050","22,000","76,000","104,900","47,800","86,900","54,800","82,500","80,900","55,900"
12/09/2021,"33,050","22,300","75,100","104,500","48,100","90,000","53,600","82,800","81,600","55,000"
12/08/2021,"31,150","20,850","76,300","104,000","45,800","88,700","53,000","82,800","81,000","54,100"
12/07/2021,"31,200","21,150","76,300","103,200","45,300","82,500","50,900","81,900","81,600","54,700"
12/06/2021,"30,200","20,800","74,000","96,500","43,300","75,000","49,000","79,000","79,700","52,900"
12/03/2021,"31,100","22,350","72,400","103,500","46,050","77,300","51,100","84,900","80,200","56,800"
12/02/2021,"32,200","24,000","73,400","97,900","46,300","77,000","51,400","86,400","82,300","57,400"
12/01/2021,"33,250","24,300","71,800","91,500","46,000","75,000","50,200","86,000","82,900","55,200"
11/30/2021,"32,700","24,350","74,000","91,000","46,450","78,000","50,000","87,400","84,600","55,800"
11/29/2021,"30,600","23,300","73,600","90,200","45,700","80,000","48,600","89,400","84,800","54,600"
11/26/2021,"28,600","23,500","73,000","91,500","46,350","80,000","48,250","89,000","83,300","55,400"
11/25/2021,"28,500","24,050","71,800","93,400","46,700","82,500","49,700","90,500","83,900","57,000"
11/24/2021,"26,650","22,500","68,800","93,100","46,900","84,100","48,500","90,900","83,700","55,000"
11/23/2021,"26,000","23,500","64,300","95,900","45,500","87,300","48,000","92,800","82,500","59,000"
11/22/2021,"24,700","23,900","62,300","93,000","43,000","88,000","46,500","88,200","81,000","57,800"
11/19/2021,"26,550","25,650","65,000","100,000","45,900","88,000","50,000","94,800","80,500","62,100"
11/18/2021,"27,300","25,450","67,100","105,100","47,600","82,900","53,500","96,000","82,800","66,000"
11/17/2021,"26,650","23,800","64,700","108,600","48,300","81,300","52,200","91,600","83,500","64,400"
11/16/2021,"26,400","23,300","64,500","104,500","48,250","82,500","52,000","88,400","83,000","63,700"
11/15/2021,"27,000","23,350","66,100","107,000","49,300","82,000","53,800","85,800","84,000","66,500"
11/12/2021,"27,000","21,850","66,000","115,000","49,500","89,000","53,600","86,900","82,000","68,000"
11/11/2021,"26,300","20,450","66,000","114,000","49,800","92,000","53,000","87,600","81,500","65,400"
11/10/2021,"26,500","19,150","65,200","109,200","48,300","95,000","50,900","86,900","82,600","61,200"
11/09/2021,"26,400","18,550","64,300","106,100","48,400","94,500","50,500","84,800","83,000","61,400"
11/08/2021,"25,850","18,900","64,200","99,200","48,050","94,500","49,100","84,900","82,400","60,800"
11/05/2021,"24,200","18,500","64,100","99,200","48,200","86,700","49,000","87,100","82,000","58,700"
11/04/2021,"23,300","18,000","64,000","99,200","47,450","80,100","48,650","89,000","82,700","60,100"
11/03/2021,"23,300","18,000","62,600","100,200","47,200","72,900","48,000","84,700","82,900","57,900"
11/02/2021,"24,950","19,050","67,300","107,700","50,400","78,500","51,600","91,000","85,000","62,200"
11/01/2021,"23,750","18,850","67,100","106,900","49,000","73,900","49,000","85,900","84,300","58,200"
10/29/2021,"24,150","17,850","66,000","106,600","51,000","74,100","48,650","85,000","85,500","58,000"
10/28/2021,"24,100","17,400","66,100","104,500","49,500","74,500","48,300","80,000","81,000","59,700"
10/27/2021,"23,450","16,950","65,600","100,000","48,000","68,800","48,000","74,900","81,000","56,500"
10/26/2021,"22,300","16,850","65,900","96,100","46,050","65,500","44,900","74,000","78,700","54,700"
10/25/2021,"22,200","17,000","64,000","97,000","46,600","66,300","43,650","71,000","78,500","54,000"
10/22/2021,"22,500","17,000","65,400","94,700","45,550","62,800","43,650","69,800","78,000","54,200"
10/21/2021,"21,750","16,650","66,000","96,100","44,900","61,600","42,650","67,600","77,900","51,000"
10/20/2021,"21,200","16,650","65,900","94,600","44,300","61,400","43,100","66,900","78,800","50,700"
10/19/2021,"21,400","16,550","64,500","94,600","44,550","61,400","43,600","67,000","79,400","49,000"
10/18/2021,"21,400","16,750","63,900","94,500","44,300","60,100","43,850","66,800","78,900","49,450"
10/15/2021,"21,550","17,050","64,300","94,000","43,850","59,300","45,200","64,800","78,700","46,700"
10/14/2021,"21,600","17,150","64,200","94,000","43,800","57,200","45,700","64,500","78,900","46,700"
10/13/2021,"21,500","17,100","64,400","93,400","43,550","52,200","46,100","64,000","80,000","44,500"
10/12/2021,"21,700","17,200","62,800","90,500","43,550","50,600","45,400","60,500","80,900","43,400"
10/11/2021,"21,600","17,000","60,500","85,000","43,650","54,400","45,300","61,500","81,000","43,700"
10/08/2021,"20,800","17,050","61,500","85,000","43,550","54,700","45,600","59,400","79,900","44,000"
10/07/2021,"20,900","17,300","61,300","88,000","42,350","54,800","46,000","57,600","80,000","43,300"
10/06/2021,"19,750","17,600","61,300","84,000","42,000","53,600","44,300","57,000","80,500","43,350"
10/05/2021,"19,000","17,550","60,800","80,100","41,550","54,100","44,150","56,000","79,400","42,250"
10/04/2021,"19,000","17,500","58,400","76,200","41,100","53,200","42,700","56,800","78,000","41,600"
10/01/2021,"18,800","17,900","56,500","75,700","41,300","52,600","42,700","53,500","77,000","41,300"
09/30/2021,"19,100","17,850","58,000","73,600","41,600","52,000","43,500","53,800","78,300","41,950"
09/29/2021,"19,050","17,800","58,100","71,700","41,600","52,000","43,750","53,800","78,200","41,950"
09/28/2021,"19,200","18,050","57,200","71,900","41,600","50,800","44,150","51,500","78,500","42,500"
09/27/2021,"19,000","17,900","54,500","69,900","41,350","49,000","41,500","50,300","78,200","41,000"
09/24/2021,"19,650","18,050","58,100","71,500","42,000","49,600","44,150","49,250","79,600","42,250"
09/23/2021,"19,800","17,650","58,500","72,200","42,000","50,600","44,550","49,200","79,300","42,250"
09/22/2021,"19,350","17,250","59,400","73,000","42,000","52,000","43,000","49,000","78,000","42,000"
09/21/2021,"19,050","17,200","59,400","72,900","41,750","48,600","42,500","45,800","77,500","41,900"
09/20/2021,"19,200","17,250","55,600","68,200","42,200","47,100","41,000","45,650","79,900","42,450"
09/17/2021,"19,250","17,200","56,900","67,000","42,000","46,000","42,250","44,900","81,200","43,650"
09/16/2021,"18,700","17,100","53,200","65,000","42,700","45,800","42,700","44,200","80,100","43,000"
09/15/2021,"18,750","17,800","53,000","64,500","41,200","44,200","41,900","42,500","81,900","42,600"
09/14/2021,"18,550","17,450","51,500","64,900","41,250","43,900","41,500","41,850","107,000","42,100"
09/13/2021,"19,200","17,250","52,800","65,000","41,250","44,000","40,500","41,900","107,000","43,200"
09/10/2021,"19,250","17,150","53,700","65,900","40,550","44,300","43,000","42,600","107,500","44,000"
09/09/2021,"19,700","18,500","53,500","65,500","40,500","45,000","43,700","42,300","107,700","44,300"
09/08/2021,"22,000","19,000","53,600","65,100","40,000","42,000","43,600","42,000","107,900","44,000"
09/07/2021,"22,000","19,400","54,300","65,000","40,600","41,300","42,500","40,900","109,600","44,400"
09/06/2021,"22,900","20,150","55,900","67,300","40,950","42,500","41,800","42,650","108,400","45,700"
09/01/2021,"22,100","19,650","55,600","66,000","39,300","41,400","42,500","42,350","107,000","43,300"
08/31/2021,"22,200","19,500","56,400","65,900","39,750","40,000","42,600","41,600","106,400","43,500"
08/30/2021,"22,250","19,000","55,200","65,000","39,500","38,200","40,150","41,800","106,900","43,500"
08/27/2021,"21,650","18,400","55,000","64,500","39,150","38,100","39,400","40,000","106,900","42,400"
08/26/2021,"20,900","18,300","52,800","63,500","38,150","36,600","37,200","38,300","106,600","41,700"
08/25/2021,"21,100","18,350","53,500","64,000","38,400","36,100","36,200","36,400","107,000","41,500"
08/24/2021,"21,100","18,200","51,500","62,000","38,000","34,700","35,900","36,150","107,300","40,950"
08/23/2021,"20,950","18,800","51,400","62,500","38,000","36,000","36,000","35,300","107,200","40,750"
08/20/2021,"22,000","19,000","55,200","64,000","39,400","38,300","36,600","37,500","108,100","40,900"
08/19/2021,"23,500","18,950","59,300","65,300","41,550","39,700","37,200","39,000","111,000","42,100"
08/18/2021,"23,500","19,300","58,500","64,900","41,500","38,500","36,650","38,800","110,000","42,000"
08/17/2021,"23,800","19,050","58,000","65,000","41,200","38,000","36,500","38,700","111,000","42,250"
08/16/2021,"23,800","19,200","59,400","66,300","41,700","38,500","37,150","39,700","116,000","43,500"
08/13/2021,"22,850","19,400","59,900","66,500","41,800","36,000","35,800","40,000","120,000","43,450"
08/12/2021,"22,700","19,500","57,300","62,600","40,400","35,100","34,900","39,050","117,000","42,500"
08/11/2021,"22,200","19,800","56,900","63,000","40,050","35,200","34,400","36,500","116,000","42,550"
08/10/2021,"23,150","19,650","58,500","64,200","41,900","36,000","35,800","38,050","117,000","44,400"
08/09/2021,"23,450","18,900","57,300","63,700","42,350","35,800","36,500","38,650","117,400","44,600"
08/06/2021,"23,100","18,850","57,200","62,000","41,400","34,100","35,500","37,500","113,900","43,800"
08/05/2021,"22,650","18,950","56,300","62,000","41,000","33,800","35,350","37,450","111,700","43,800"
08/04/2021,"21,800","18,900","55,900","60,800","40,600","33,400","34,950","37,250","110,500","43,550"
08/03/2021,"22,000","19,200","56,400","61,300","40,950","33,600","34,600","36,550","110,900","43,450"
08/02/2021,"21,700","18,800","52,800","59,800","40,300","33,800","34,550","34,200","108,100","42,700"
07/30/2021,"21,550","19,150","53,300","59,600","40,700","34,400","34,450","34,350","108,300","43,700"
07/29/2021,"21,250","18,900","53,000","60,000","39,800","34,800","34,100","34,150","107,900","42,000"
07/28/2021,"20,750","19,150","50,000","56,100","38,750","34,600","33,900","34,200","106,500","41,400"
07/27/2021,"21,000","18,800","52,600","58,000","39,250","33,800","32,600","33,500","107,800","41,500"
07/26/2021,"21,100","18,600","54,100","58,600","39,150","33,800","32,500","32,950","109,600","42,050"
07/23/2021,"20,700","18,500","52,700","58,100","38,400","33,600","32,100","31,800","107,600","39,600"
07/22/2021,"21,950","19,150","53,500","58,500","39,200","33,200","33,100","32,650","111,000","40,000"
07/21/2021,"20,600","18,900","51,600","57,200","36,650","31,800","32,450","31,000","108,000","38,150"
07/20/2021,"20,300","18,850","49,200","57,200","36,900","31,800","32,500","29,400","106,600","38,100"
07/19/2021,"20,100","18,050","49,500","55,900","37,300","30,000","30,500","27,500","104,300","37,500"
07/16/2021,"21,600","19,200","50,400","53,000","36,950","32,300","32,700","28,750","109,000","37,200"
07/15/2021,"22,300","19,150","49,200","49,550","36,350","32,400","32,650","28,800","110,300","36,700"
07/14/2021,"22,350","19,100","48,250","49,000","36,800","31,500","32,000","28,000","109,500","37,000"
07/13/2021,"22,400","19,650","46,500","50,000","36,300","31,700","32,500","41,200","109,500","37,050"
07/12/2021,"22,000","18,750","44,350","50,000","36,200","30,800","31,000","40,000","108,000","37,000"
07/09/2021,"23,000","20,000","45,800","50,500","36,600","34,000","32,200","42,500","112,500","38,000"
07/08/2021,"22,950","21,050","43,900","50,300","36,750","35,000","34,450","43,500","115,000","37,850"
07/07/2021,"21,900","21,900","43,200","49,550","36,700","36,000","35,200","43,200","117,000","37,300"
07/06/2021,"21,300","20,600","42,800","47,100","36,100","34,000","35,700","43,000","110,300","37,800"
07/05/2021,"22,900","21,300","43,400","50,600","36,800","35,700","38,350","44,400","118,500","38,850"
07/02/2021,"23,800","21,850","43,350","52,200","37,600","36,000","39,650","45,500","118,000","39,400"
07/01/2021,"23,800","21,900","43,600","53,200","37,700","36,300","39,500","47,200","117,200","39,400"
06/30/2021,"24,000","21,850","43,700","51,900","37,550","36,000","38,400","47,000","118,000","39,000"
06/29/2021,"24,050","21,900","43,400","50,500","37,500","36,600","39,800","47,100","118,600","38,800"
06/28/2021,"24,350","22,050","43,000","53,100","37,150","37,000","40,150","46,700","115,500","38,200"
06/25/2021,"24,150","22,050","42,950","64,800","37,100","36,400","39,000","45,000","112,100","38,500"
06/24/2021,"24,200","22,150","42,300","64,400","36,200","36,400","38,600","44,100","112,100","38,600"
06/23/2021,"23,700","22,100","42,700","64,400","36,850","37,000","38,300","45,200","111,300","38,600"
06/22/2021,"24,400","22,700","43,200","64,400","37,300","37,300","39,000","43,200","111,500","39,400"
06/21/2021,"23,700","22,800","43,000","64,300","37,350","38,100","37,750","43,600","112,000","39,750"
06/18/2021,"24,150","23,500","43,750","63,000","37,350","38,900","38,500","43,900","112,500","39,900"
06/17/2021,"24,150","22,200","43,400","62,900","36,900","39,300","38,950","43,300","109,000","38,750"
06/16/2021,"23,900","22,500","41,850","63,000","36,900","39,000","37,450","43,000","110,000","38,750"
06/15/2021,"25,000","22,300","42,450","62,900","36,900","39,400","37,850","43,800","112,600","39,250"
06/14/2021,"25,200","22,200","42,450","61,600","36,900","35,900","35,400","43,700","109,900","38,900"
06/11/2021,"25,250","21,900","42,100","58,500","36,800","37,700","34,400","42,350","106,000","39,050"
06/10/2021,"23,600","21,800","41,150","56,100","38,900","37,700","33,800","42,050","104,100","38,500"
06/09/2021,"24,100","22,000","42,250","52,500","38,900","38,100","35,000","39,300","106,100","38,200"
06/08/2021,"25,900","21,900","42,550","51,400","38,550","37,800","34,350","38,800","105,300","37,500"
06/07/2021,"27,800","22,600","45,700","52,800","38,800","39,400","35,850","39,650","106,000","38,600"
06/04/2021,"28,800","22,100","46,000","53,100","39,150","38,300","35,500","39,650","104,500","40,200"
06/03/2021,"28,900","22,350","46,400","53,100","39,800","38,900","33,600","39,600","105,400","41,000"
06/02/2021,"27,550","22,200","45,850","52,400","39,500","39,300","33,300","38,950","104,400","41,000"
06/01/2021,"27,850","21,850","46,000","52,500","39,550","37,400","32,800","40,500","104,000","40,950"
05/31/2021,"28,000","22,300","44,100","52,400","39,450","38,600","33,300","41,000","102,600","39,000"
05/28/2021,"27,100","22,500","44,350","50,900","39,000","37,400","33,800","38,650","104,600","38,200"
05/27/2021,"27,000","22,100","43,600","50,000","39,000","35,600","33,100","38,500","104,400","38,100"
05/26/2021,"26,100","23,000","43,850","49,950","37,100","35,600","33,300","39,000","105,700","38,650"
05/25/2021,"25,400","23,500","43,750","48,900","37,050","36,400","33,700","38,100","104,600","38,600"
05/24/2021,"26,050","23,500","44,150","46,000","37,450","36,500","34,400","38,200","106,000","38,000"
05/21/2021,"24,350","22,500","41,950","45,300","37,400","35,900","32,800","36,250","103,900","37,050"
05/20/2021,"23,350","21,950","40,800","43,400","36,500","34,300","30,700","34,800","102,000","36,900"
05/19/2021,"23,150","21,850","41,000","40,850","35,800","34,800","32,500","34,550","100,400","37,000"
05/18/2021,"23,150","22,200","40,700","38,200","36,000","34,600","32,300","34,750","98,900","36,000"
05/17/2021,"23,950","22,900","41,100","38,500","36,500","33,700","33,800","35,000","100,800","36,750"
05/14/2021,"24,350","22,500","42,850","39,100","37,250","34,300","35,400","35,300","97,200","38,150"
05/13/2021,"24,800","22,000","42,500","39,700","36,700","34,500","35,900","35,800","97,000","38,500"
05/12/2021,"24,650","22,300","41,850","40,100","37,100","35,300","36,400","35,000","97,700","39,650"
05/11/2021,"24,100","22,100","41,200","40,300","36,800","34,300","35,900","34,900","98,000","38,500"
05/10/2021,"23,400","21,850","40,200","38,900","36,450","33,800","35,800","34,550","99,100","38,900"
05/07/2021,"23,350","21,900","40,300","40,000","36,300","34,300","36,400","35,600","97,100","38,800"
05/06/2021,"23,300","22,700","41,200","40,350","36,450","34,000","37,600","36,000","98,700","38,400"
05/05/2021,"23,050","22,500","41,900","41,000","36,550","33,900","37,700","36,700","99,600","38,400"
05/04/2021,"22,900","22,550","39,200","40,300","36,950","32,600","37,550","36,400","99,200","38,500"
04/29/2021,"23,450","21,700","38,800","39,500","35,150","33,500","37,450","35,900","99,300","36,300"
04/28/2021,"23,200","22,000","39,000","38,400","34,850","34,100","36,700","35,900","100,900","35,300"
04/27/2021,"22,950","21,750","38,650","38,300","34,550","33,300","36,800","36,100","100,000","35,000"
04/26/2021,"22,550","21,500","38,600","39,200","34,500","32,800","37,500","36,100","99,600","35,000"
04/23/2021,"24,050","22,300","38,500","41,200","35,300","34,100","37,100","37,200","105,000","34,950"
04/22/2021,"24,000","21,500","37,350","41,000","33,000","33,100","34,700","36,800","103,100","34,100"
04/20/2021,"25,650","22,750","40,050","42,000","34,150","35,000","37,300","38,050","108,600","34,700"
04/19/2021,"25,650","23,350","40,950","42,500","33,100","36,100","38,200","38,350","104,500","34,500"
04/16/2021,"24,250","22,950","40,950","42,100","31,400","35,600","37,900","38,000","101,000","34,200"
04/15/2021,"24,400","23,950","42,300","42,950","31,100","37,000","38,300","35,900","101,200","34,650"
04/14/2021,"23,850","24,500","43,200","43,800","31,700","37,900","39,500","36,500","100,500","35,350"
04/13/2021,"23,950","24,600","43,400","42,950","31,450","37,600","40,000","35,500","102,500","35,300"
04/12/2021,"24,900","25,900","44,300","43,800","32,100","39,300","41,100","36,300","101,800","36,200"
04/09/2021,"25,000","26,400","43,500","44,200","31,850","39,800","39,600","35,850","98,900","34,850"
04/08/2021,"25,200","26,000","43,500","44,600","31,400","40,800","38,450","36,200","99,700","34,800"
04/07/2021,"24,200","26,400","43,700","44,800","30,850","40,100","38,400","35,700","100,500","35,000"
04/06/2021,"24,200","25,900","43,000","44,400","30,950","38,800","38,800","36,000","101,700","35,000"
04/05/2021,"24,400","24,550","43,600","44,700","30,700","38,700","39,100","36,850","101,700","35,300"
04/02/2021,"24,500","24,200","43,900","45,100","31,300","39,600","39,400","34,450","100,700","35,500"
04/01/2021,"24,600","24,250","44,000","44,200","31,000","38,600","38,750","33,200","99,000","35,400"
03/31/2021,"24,000","22,900","43,200","43,100","30,450","37,600","38,150","33,000","97,300","35,000"
03/30/2021,"24,050","22,800","43,100","43,100","30,400","37,500","38,600","33,300","96,300","34,800"
03/29/2021,"23,650","22,400","43,450","42,800","30,400","37,400","37,450","32,600","96,200","34,800"
03/26/2021,"23,400","21,600","42,800","43,450","30,000","37,600","38,200","30,500","95,700","34,100"
03/25/2021,"23,950","21,800","43,200","43,500","30,900","37,500","38,200","29,500","96,700","34,300"
03/24/2021,"24,150","21,900","43,500","43,500","30,900","38,000","38,800","29,100","97,200","34,100"
03/23/2021,"23,950","22,650","46,000","44,550","31,400","39,200","40,500","29,600","98,700","34,900"
03/22/2021,"24,650","23,200","47,600","45,700","32,000","37,500","41,400","30,600","99,300","35,500"
03/19/2021,"25,400","23,000","47,600","45,350","32,450","37,500","41,500","30,700","97,800","35,550"
03/18/2021,"25,200","23,800","47,200","45,500","32,200","38,000","39,900","31,200","99,700","34,150"
03/17/2021,"24,500","23,850","47,450","45,400","31,500","37,900","39,700","31,200","99,300","34,850"
03/16/2021,"24,500","23,600","47,350","44,150","31,250","37,100","40,150","30,650","99,500","35,400"
03/15/2021,"23,900","22,700","46,850","44,400","31,350","37,500","40,300","31,200","99,800","35,650"
03/12/2021,"24,000","22,650","47,000","45,500","31,150","37,300","39,800","31,400","99,900","36,100"
03/11/2021,"24,150","22,800","46,700","45,600","31,550","37,800","39,000","30,850","100,000","35,500"
03/10/2021,"24,300","22,700","47,200","45,600","31,700","38,200","38,400","30,400","99,900","34,800"
03/09/2021,"23,600","22,350","47,200","45,000","30,800","37,700","39,100","30,550","98,200","34,850"
03/08/2021,"22,450","22,050","44,300","43,800","31,100","37,800","39,700","30,700","97,200","35,600"
03/05/2021,"22,250","21,950","43,900","43,150","31,450","37,000","37,400","29,500","98,400","35,500"
03/04/2021,"22,600","21,800","44,400","43,000","31,950","38,100","37,450","29,600","100,000","35,750"
03/03/2021,"23,300","22,750","44,300","42,450","32,800","39,800","38,850","30,550","101,500","36,200"
03/02/2021,"23,100","22,500","42,800","42,100","32,800","40,100","39,250","29,750","102,800","35,900"
03/01/2021,"23,850","22,600","42,050","42,200","32,500","39,900","39,300","29,250","103,000","36,900"
02/26/2021,"23,500","21,800","41,600","41,200","31,900","38,800","39,000","29,100","101,600","36,200"
02/25/2021,"23,000","22,050","40,950","41,600","32,400","38,200","39,100","29,100","102,800","36,350"
02/24/2021,"23,850","22,250","40,700","42,000","32,900","39,000","39,000","28,800","102,800","35,750"
02/23/2021,"24,750","23,000","41,800","42,600","33,500","40,200","40,000","29,300","105,300","36,100"
02/22/2021,"24,900","22,800","42,000","42,900","33,900","41,000","40,900","28,400","105,800","35,950"
02/19/2021,"24,150","23,300","42,300","43,550","33,900","41,800","41,600","27,900","103,100","36,650"
02/18/2021,"24,300","23,500","41,450","44,300","34,300","41,800","43,000","27,900","103,200","37,000"
02/17/2021,"24,550","22,150","41,500","42,800","33,500","41,500","41,300","28,000","101,000","35,000"
02/09/2021,"22,950","21,300","39,400","40,000","31,900","40,200","38,600","26,750","96,800","33,400"
02/08/2021,"21,450","21,000","38,600","39,400","31,000","38,500","37,200","25,800","94,700","32,300"
02/05/2021,"22,500","22,550","40,300","39,900","32,750","41,200","40,000","26,500","99,300","34,500"
02/04/2021,"21,300","22,350","38,900","39,200","32,700","39,000","40,150","26,200","98,400","32,500"
02/03/2021,"20,850","22,450","38,450","38,800","31,650","40,000","39,250","25,600","97,200","32,500"
