Date,DXG,TCH,HDG,HDC,KDH,IDC,KBC,DPG,VHM,NLG
02/02/2021,"19,500","21,000","37,450","36,700","30,550","36,400","36,700","24,800","94,400","32,050"
02/01/2021,"18,250","20,450","35,250","34,600","29,900","34,600","34,300","23,600","88,300","32,000"
01/29/2021,"19,600","21,950","37,850","35,550","31,900","35,200","36,850","24,800","93,500","32,500"
01/28/2021,"19,550","21,400","36,700","35,550","31,900","32,000","36,850","24,450","87,400","31,650"
01/27/2021,"21,000","23,000","39,450","38,200","34,250","35,500","39,600","26,250","93,900","34,000"
01/26/2021,"22,000","24,300","42,400","39,800","34,800","39,400","42,550","28,200","98,000","33,900"
01/25/2021,"21,400","25,950","44,900","40,650","35,500","42,100","45,500","30,100","99,500","35,200"
01/22/2021,"20,000","25,900","45,550","40,850","33,950","42,000","42,550","30,500","99,300","33,950"
01/21/2021,"18,700","25,350","43,250","39,450","33,000","42,000","39,800","30,600","99,000","32,700"
01/20/2021,"17,500","23,700","42,500","36,900","32,800","42,500","37,200","30,150","97,500","31,800"
01/19/2021,"17,300","24,350","41,800","37,100","31,900","42,500","36,800","30,450","96,800","31,900"
01/18/2021,"18,150","26,150","44,500","39,700","33,650","47,200","36,800","32,600","101,000","33,000"
01/15/2021,"17,400","26,400","42,900","38,700","34,000","47,000","34,400","32,650","101,600","33,600"
01/14/2021,"18,250","25,700","41,750","38,700","33,000","43,000","33,350","33,400","99,600","32,950"
01/13/2021,"17,600","24,150","42,150","38,800","32,800","43,100","31,200","33,200","100,900","33,000"
01/12/2021,"17,650","25,000","42,900","39,150","33,300","43,900","29,850","34,300","103,400","34,000"
01/11/2021,"17,550","24,100","42,900","38,000","32,550","44,100","28,200","33,000","103,100","34,400"
01/08/2021,"17,150","22,550","43,200","39,500","30,500","40,900","27,500","33,200","96,400","33,000"
01/07/2021,"17,350","21,100","43,300","40,000","30,300","39,000","27,000","33,800","94,800","33,400"
01/06/2021,"17,050","20,800","43,300","40,200","30,000","38,000","26,200","32,550","94,800","31,850"
01/05/2021,"17,000","20,050","44,350","40,350","29,400","37,500","27,000","32,100","95,600","29,800"
01/04/2021,"16,400","20,050","41,500","38,000","29,350","35,500","26,100","32,500","92,000","29,750"
12/31/2020,"15,950","19,950","39,100","36,950","29,300","35,500","24,400","32,050","89,500","29,500"
12/30/2020,"15,950","20,200","38,800","37,200","29,000","36,000","23,000","32,200","90,200","29,550"
12/29/2020,"16,200","20,150","37,450","37,900","28,850","36,000","23,350","32,900","90,300","29,500"
12/28/2020,"15,200","20,400","36,250","37,700","28,450","35,200","23,550","31,900","87,700","29,100"
12/25/2020,"15,200","20,000","34,800","36,650","28,450","36,600","22,050","32,250","87,600","29,200"
12/24/2020,"15,000","19,950","34,500","36,150","28,300","36,200","20,650","30,800","86,300","29,250"
12/23/2020,"15,450","20,300","34,900","37,200","28,800","36,800","19,300","31,600","87,400","29,500"
12/22/2020,"15,700","19,550","35,150","38,450","28,800","38,400","20,300","30,000","86,900","29,350"
12/21/2020,"14,850","19,300","35,000","36,850","28,100","38,400","19,000","29,200","87,100","29,350"
12/18/2020,"14,800","19,300","34,800","34,450","27,700","36,900","17,800","28,550","85,300","29,350"
12/17/2020,"14,650","19,150","33,400","32,200","27,500","35,900","17,650","28,600","84,700","29,000"
12/16/2020,"14,950","19,100","34,400","32,800","28,200","35,500","16,500","29,300","86,200","29,200"
12/15/2020,"14,900","19,100","34,450","31,800","27,700","35,000","16,450","29,300","86,000","29,200"
12/14/2020,"14,950","19,250","33,450","32,200","28,300","33,100","16,050","29,950","87,000","29,150"
12/11/2020,"14,800","19,150","31,550","31,600","27,950","32,400","15,850","29,700","85,000","29,400"
12/10/2020,"14,700","19,100","31,550","30,700","28,000","32,600","15,750","29,350","83,600","29,400"
12/09/2020,"15,000","19,650","31,150","30,700","27,600","33,300","16,200","30,050","85,000","29,300"
12/08/2020,"14,950","19,450","30,650","31,100","27,250","33,800","16,050","29,250","84,400","29,150"
12/07/2020,"14,850","19,750","31,000","29,700","27,200","33,300","16,150","29,250","84,700","29,200"
12/04/2020,"14,850","19,700","31,300","28,450","26,950","33,000","16,200","29,200","84,900","29,500"
12/03/2020,"14,400","20,050","31,100","27,650","27,050","33,700","16,250","29,850","84,900","29,550"
12/02/2020,"14,450","20,050","29,950","27,150","26,850","32,400","15,650","28,450","85,200","29,500"
12/01/2020,"14,150","20,550","30,500","26,200","26,550","29,500","15,800","28,300","83,300","29,200"
11/30/2020,"13,900","19,500","29,350","26,000","26,750","28,100","15,850","28,500","82,600","28,800"
11/27/2020,"14,200","20,200","29,250","26,000","26,400","29,500","15,650","28,900","83,000","28,650"
11/26/2020,"13,700","20,650","27,350","25,500","26,250","26,900","15,700","28,850","82,700","28,400"
11/25/2020,"13,750","20,150","26,800","26,050","25,950","27,600","15,200","28,500","83,500","28,350"
11/24/2020,"13,800","20,100","27,100","26,550","26,150","27,500","14,900","29,300","83,800","28,400"
11/23/2020,"13,900","20,850","27,600","26,500","26,600","28,700","15,300","30,500","80,600","28,600"
11/20/2020,"14,250","20,300","27,650","26,000","26,450","27,500","15,500","30,800","78,500","28,450"
11/19/2020,"14,100","19,000","27,150","25,750","24,750","28,000","14,950","30,450","77,500","28,100"
11/18/2020,"14,150","18,850","27,000","25,850","24,600","26,900","14,750","28,500","77,300","28,550"
11/17/2020,"14,000","18,750","25,600","25,850","24,400","26,500","14,400","28,600","78,300","28,600"
11/16/2020,"13,300","18,100","24,950","25,000","24,300","26,600","14,150","28,000","76,600","28,400"
11/13/2020,"13,700","18,650","25,100","25,050","24,750","26,500","14,350","29,100","78,300","28,400"
11/12/2020,"13,500","18,700","25,000","25,000","24,400","26,400","14,250","28,500","77,200","28,200"
11/11/2020,"12,750","18,550","24,800","24,600","24,400","26,300","14,000","28,000","76,600","28,100"
11/10/2020,"12,750","18,800","24,750","24,750","24,450","26,300","14,350","27,650","77,400","27,300"
11/09/2020,"12,900","18,800","24,800","25,000","24,850","26,400","14,400","28,300","78,000","27,250"
11/06/2020,"12,600","18,800","24,500","23,850","24,600","26,300","14,150","27,300","75,700","27,200"
11/05/2020,"12,250","18,800","23,850","23,450","24,950","26,200","13,900","26,600","75,700","27,300"
11/04/2020,"12,350","18,800","24,100","23,300","24,300","26,800","13,900","27,100","75,900","27,100"
11/03/2020,"11,800","18,600","23,600","23,600","24,350","26,700","13,700","26,100","75,800","27,200"
11/02/2020,"11,750","18,000","22,800","22,700","24,400","26,200","14,100","25,700","75,900","27,100"
10/30/2020,"11,500","18,500","23,200","22,650","25,000","25,400","13,850","25,400","76,000","27,200"
10/29/2020,"11,400","18,700","23,450","21,500","23,950","25,300","13,800","25,300","76,200","27,000"
10/28/2020,"11,400","19,000","24,000","21,500","24,000","25,500","13,950","25,200","75,600","26,800"
10/27/2020,"11,700","19,600","24,800","21,850","24,300","25,400","13,850","26,000","77,600","26,700"
10/26/2020,"11,800","20,050","24,900","22,000","24,600","25,800","14,400","26,400","78,500","26,750"
10/23/2020,"12,200","20,500","24,650","22,200","24,400","26,000","14,700","27,100","79,500","26,750"
10/22/2020,"12,200","20,450","24,350","22,400","23,950","26,000","14,750","26,000","77,500","26,550"
10/21/2020,"11,800","20,900","24,450","22,300","23,950","26,000","14,750","25,800","76,400","26,800"
10/20/2020,"12,250","20,900","24,600","22,900","23,900","26,300","14,800","26,700","76,200","27,050"
10/19/2020,"12,200","20,600","24,500","22,800","23,700","25,900","14,800","26,200","76,100","27,000"
10/16/2020,"11,900","21,100","24,000","22,000","23,750","25,900","14,600","26,700","77,000","26,550"
10/15/2020,"11,150","21,000","24,100","22,100","23,950","26,500","14,650","27,000","77,500","26,500"
10/14/2020,"11,100","21,100","25,000","23,350","24,000","24,100","14,700","27,600","78,500","26,500"
10/13/2020,"11,050","20,950","25,100","23,650","23,850","24,000","14,400","28,100","78,100","26,600"
10/12/2020,"10,850","20,900","25,400","24,000","24,100","24,000","14,350","26,700","77,500","26,500"
10/09/2020,"11,200","21,300","25,550","24,000","24,250","24,300","14,600","27,750","77,000","26,650"
10/08/2020,"11,150","20,900","25,500","22,900","24,250","24,400","14,650","28,650","76,600","26,500"
10/07/2020,"11,400","21,200","25,700","22,800","24,600","24,400","14,800","28,850","76,800","26,550"
10/06/2020,"11,400","21,550","25,750","22,750","24,900","24,600","15,000","29,050","76,100","26,400"
10/05/2020,"10,950","21,100","25,750","22,850","24,700","24,000","14,350","29,600","76,000","26,500"
10/02/2020,"10,300","21,600","25,000","23,000","24,250","23,400","14,100","29,200","75,900","26,000"
10/01/2020,"10,350","21,450","25,300","22,900","24,350","23,500","14,300","29,200","77,100","26,250"
09/30/2020,"10,100","21,550","24,900","22,550","24,250","23,500","14,200","27,300","75,500","25,750"
09/29/2020,"10,050","21,500","24,250","22,300","24,400","23,600","13,950","26,800","75,300","25,600"
09/28/2020,"10,400","20,950","24,150","21,050","24,200","23,600","14,300","27,350","76,600","25,600"
09/25/2020,"10,250","20,700","24,150","20,800","24,200","23,700","14,200","25,750","77,100","25,500"
09/24/2020,"10,400","20,650","24,350","21,200","24,400","23,800","14,300","25,500","77,100","25,500"
09/23/2020,"10,500","20,900","24,250","21,200","24,550","23,800","14,400","26,100","77,500","28,100"
09/22/2020,"10,500","21,050","24,000","21,200","24,750","23,800","13,900","25,700","76,800","28,100"
09/21/2020,"10,550","20,850","23,950","20,650","24,350","24,000","13,850","25,900","77,100","28,000"
09/18/2020,"10,600","20,750","24,600","21,000","24,300","23,800","13,650","25,600","76,900","28,500"
09/17/2020,"10,350","20,500","24,700","21,500","24,100","23,700","13,650","25,100","76,700","28,200"
09/16/2020,"10,200","20,550","24,300","21,000","24,400","23,900","13,650","25,600","77,200","28,400"
09/15/2020,"10,100","20,650","24,000","20,950","24,500","23,900","13,500","24,700","76,800","28,250"
09/14/2020,"10,150","20,800","24,250","20,050","24,400","24,200","13,550","25,500","77,500","27,950"
09/11/2020,"9,970","21,050","24,100","19,450","24,100","23,000","13,800","24,250","77,700","28,000"
09/10/2020,"9,920","21,050","22,950","18,900","23,950","23,300","13,750","22,700","78,100","27,500"
09/09/2020,"9,810","20,700","22,550","18,600","24,200","23,200","13,700","22,800","78,600","27,400"
09/08/2020,"9,780","20,850","22,500","18,300","24,350","23,200","13,650","22,150","78,500","27,500"
09/07/2020,"9,760","20,900","22,450","18,250","24,350","23,200","13,450","22,250","79,100","27,600"
09/04/2020,"10,000","21,400","22,850","18,350","24,950","22,100","13,600","22,400","80,000","27,600"
09/03/2020,"10,150","20,950","22,150","18,050","25,000","22,000","13,450","22,500","79,600","27,450"
09/01/2020,"9,880","20,850","22,450","17,950","24,450","22,300","13,650","22,700","78,700","27,650"
08/31/2020,"9,680","20,800","22,650","17,800","24,350","22,200","13,700","22,650","78,500","27,600"
08/28/2020,"10,000","21,350","22,850","18,300","24,500","22,700","13,950","22,850","78,600","27,900"
08/27/2020,"10,050","21,400","23,000","18,750","24,600","22,500","13,950","22,250","78,500","27,600"
08/26/2020,"10,150","21,300","22,950","18,550","24,550","21,500","13,900","22,000","79,500","27,450"
08/25/2020,"10,150","21,000","22,800","18,500","24,600","19,700","13,800","22,100","79,600","27,350"
08/24/2020,"9,500","20,400","22,800","18,200","23,900","19,600","13,900","22,550","80,000","27,350"
08/21/2020,"9,240","20,200","22,900","18,000","23,850","19,500","13,800","22,350","79,500","27,200"
08/20/2020,"9,290","20,000","22,300","18,000","23,300","19,500","13,550","22,200","80,000","26,900"
08/19/2020,"9,050","20,250","21,400","18,200","23,300","19,900","13,600","21,850","80,000","26,750"
08/18/2020,"9,200","19,950","21,350","17,900","24,550","19,900","13,450","21,800","79,600","26,400"
08/17/2020,"9,430","20,000","21,400","18,200","24,550","19,500","13,500","22,200","79,700","26,400"
08/14/2020,"9,680","20,400","21,450","17,200","24,550","19,500","13,400","21,850","79,700","26,500"
08/13/2020,"9,500","20,550","21,150","17,450","24,550","19,600","13,700","20,950","79,400","26,800"
08/12/2020,"9,490","20,500","20,600","16,600","24,150","19,800","13,550","20,850","79,400","26,800"
08/11/2020,"9,530","20,500","20,300","16,450","24,400","19,800","13,600","21,000","79,400","26,700"
08/10/2020,"9,640","20,600","20,450","16,250","24,500","19,500","13,650","20,900","79,600","26,600"
08/07/2020,"9,420","20,350","20,500","16,450","24,550","18,900","13,300","20,400","79,600","25,850"
08/06/2020,"9,450","20,100","20,550","15,900","24,750","18,900","13,200","20,700","79,600","25,650"
08/05/2020,"9,600","20,050","20,200","15,950","24,750","18,900","13,200","21,050","79,600","25,600"
08/04/2020,"9,600","20,000","20,000","15,600","24,350","18,900","13,050","20,550","79,000","25,300"
08/03/2020,"9,060","19,850","19,650","15,450","23,600","18,900","12,900","20,100","78,500","25,300"
07/31/2020,"8,780","19,700","18,400","15,200","22,850","18,700","12,400","19,600","77,700","25,000"
07/30/2020,"8,880","19,050","17,200","15,300","23,950","18,700","12,850","19,900","76,600","25,300"
07/29/2020,"8,830","19,000","17,000","15,100","23,500","18,700","12,950","19,400","74,000","25,200"
07/28/2020,"9,130","20,000","17,900","15,400","23,700","18,800","13,250","20,750","75,800","25,600"
07/27/2020,"8,780","19,250","17,500","14,700","23,000","18,800","12,700","20,000","70,900","25,400"
07/24/2020,"9,440","20,650","18,800","15,650","24,400","19,000","13,500","21,500","76,000","25,700"
07/23/2020,"10,150","21,950","20,200","16,450","24,800","19,400","14,400","23,050","78,800","25,450"
07/22/2020,"10,350","22,200","19,900","16,450","24,750","19,400","14,850","23,250","77,500","25,400"
07/21/2020,"10,150","22,450","20,350","16,600","24,750","19,300","15,050","23,900","78,800","25,300"
07/20/2020,"10,700","21,500","20,500","16,400","24,600","19,600","14,750","24,400","79,200","25,200"
07/17/2020,"11,150","22,050","20,800","16,500","25,050","19,600","14,400","23,100","80,500","25,350"
07/16/2020,"11,150","22,050","20,500","16,350","25,350","19,100","14,300","23,000","81,500","25,150"
07/15/2020,"11,400","21,700","20,700","16,400","24,500","19,700","14,200","23,500","81,100","25,450"
07/14/2020,"11,400","21,350","20,500","16,100","24,200","19,500","14,400","23,500","80,500","25,500"
07/13/2020,"11,400","21,800","20,500","16,100","24,200","19,400","14,500","23,200","79,100","25,500"
07/10/2020,"11,600","21,200","20,700","16,050","24,150","19,400","14,450","23,250","79,400","25,850"
07/09/2020,"11,600","20,800","21,100","16,400","24,000","19,400","14,200","23,700","80,800","25,900"
07/08/2020,"11,500","20,750","21,100","15,900","24,000","19,000","14,050","23,300","80,400","25,200"
07/07/2020,"11,500","20,900","20,600","15,900","24,050","19,400","14,000","23,200","80,800","25,400"
07/06/2020,"11,700","21,050","19,500","15,650","24,150","19,400","13,650","23,100","80,800","25,450"
07/03/2020,"11,500","21,050","19,350","15,600","24,000","19,700","13,650","23,100","77,800","25,350"
07/02/2020,"11,450","20,550","19,300","15,600","23,500","19,200","13,950","23,300","76,900","25,200"
07/01/2020,"11,700","20,500","19,400","15,700","23,300","17,700","14,050","22,900","76,900","24,900"
06/30/2020,"11,200","21,300","19,250","15,200","23,200","18,000","13,850","22,250","75,500","24,500"
06/29/2020,"11,300","22,900","19,700","15,650","23,200","18,000","13,900","22,700","74,000","24,700"
06/26/2020,"12,000","21,700","20,650","16,100","23,600","18,000","14,450","23,650","75,600","25,100"
06/25/2020,"12,150","22,200","20,700","16,250","23,850","18,000","14,550","23,900","75,500","24,800"
06/24/2020,"12,100","22,450","20,800","16,200","24,000","18,200","14,750","24,200","75,700","24,600"
06/23/2020,"12,650","22,500","21,000","16,600","24,100","18,300","14,850","24,750","77,700","25,000"
06/22/2020,"12,600","21,450","21,250","16,600","24,250","18,400","15,050","25,000","78,300","25,350"
06/19/2020,"12,700","21,150","21,300","16,800","24,300","18,500","15,000","24,600","76,500","25,400"
06/18/2020,"12,050","21,050","20,850","16,200","23,400","18,500","14,700","23,450","76,500","24,900"
06/17/2020,"12,000","21,000","20,850","16,100","23,300","18,500","14,900","23,500","76,000","24,900"
06/16/2020,"12,250","21,600","21,100","16,300","23,300","18,300","15,100","23,500","74,900","24,900"
06/15/2020,"11,700","21,550","20,300","16,100","23,000","18,000","14,500","23,100","70,000","24,700"
06/12/2020,"12,000","22,600","27,700","16,250","23,200","18,100","15,500","24,800","75,000","25,000"
06/11/2020,"11,550","21,650","28,250","16,100","23,350","18,400","15,500","25,500","76,500","25,000"
06/10/2020,"12,200","23,250","30,350","16,950","23,550","19,200","15,800","27,400","77,500","25,600"
06/09/2020,"12,250","22,650","30,450","16,650","23,500","19,100","14,800","26,100","77,600","24,300"
06/08/2020,"12,400","23,100","28,850","16,800","23,900","19,800","14,500","26,050","77,800","24,250"
06/05/2020,"12,000","22,350","28,600","16,400","23,350","19,000","14,400","24,350","77,300","24,250"
06/04/2020,"11,900","22,100","28,400","15,850","23,000","19,500","14,200","23,950","77,500","24,300"
06/03/2020,"11,600","21,700","28,600","15,850","23,200","19,600","14,250","24,200","77,900","23,600"
06/02/2020,"11,400","21,700","28,300","15,850","22,250","19,500","14,150","24,300","77,800","23,550"
06/01/2020,"11,350","21,350","28,700","16,000","22,250","18,300","14,600","24,400","79,100","23,550"
05/29/2020,"11,300","21,200","28,500","16,000","22,000","17,300","14,050","24,000","76,600","23,200"
05/28/2020,"11,300","21,000","27,700","16,150","21,750","17,100","13,850","23,900","75,000","23,350"
05/27/2020,"11,150","22,000","27,500","18,250","21,700","17,800","13,900","24,100","74,700","23,150"
05/26/2020,"11,550","23,500","28,150","18,400","22,050","18,400","14,250","25,000","76,400","23,600"
05/25/2020,"11,300","23,300","27,800","18,400","21,700","17,900","13,700","24,250","76,800","23,050"
05/22/2020,"11,100","22,750","26,000","17,650","21,300","17,200","12,850","23,700","76,500","23,000"
05/21/2020,"11,400","22,200","26,750","18,650","22,000","17,100","13,000","26,400","78,000","23,600"
05/20/2020,"10,900","22,300","26,450","18,750","22,200","17,200","13,050","26,800","77,100","23,700"
05/19/2020,"11,000","22,750","26,800","18,850","22,400","17,200","13,150","26,800","73,200","23,900"
05/18/2020,"10,600","23,000","26,900","18,350","21,800","17,000","12,900","25,850","71,900","23,500"
05/15/2020,"10,600","23,000","26,700","17,800","22,000","16,700","12,850","25,700","71,600","24,200"
05/14/2020,"11,000","22,950","27,250","17,600","22,950","16,900","13,050","25,950","70,600","24,700"
05/13/2020,"10,950","23,000","25,500","17,800","23,000","17,000","13,100","25,600","71,400","24,650"
05/12/2020,"10,400","23,350","25,300","17,650","22,550","16,900","13,300","26,500","73,500","24,300"
05/11/2020,"10,200","23,300","24,800","17,250","21,350","17,100","13,100","25,650","73,500","23,600"
05/08/2020,"9,780","22,050","24,000","17,200","21,350","16,900","12,850","24,000","70,900","23,000"
05/07/2020,"9,720","21,950","24,200","17,500","21,150","16,800","12,800","23,450","67,600","22,300"
05/06/2020,"9,500","22,150","23,800","17,500","21,000","16,600","12,700","23,900","67,000","22,450"
05/05/2020,"9,400","21,950","23,450","16,800","21,000","16,900","12,900","24,000","63,600","22,400"
05/04/2020,"9,350","21,000","23,400","16,600","20,900","16,600","12,350","23,850","64,900","22,500"
04/29/2020,"9,890","21,200","24,250","16,900","20,950","17,100","12,700","24,000","63,600","22,500"
04/28/2020,"9,960","20,600","24,200","16,850","20,550","17,200","13,050","24,500","64,600","21,600"
04/27/2020,"9,740","21,000","23,750","16,800","20,500","17,200","12,800","24,300","64,500","21,450"
04/24/2020,"9,560","20,250","23,200","16,300","20,500","16,600","12,000","24,750","65,000","21,600"
04/23/2020,"9,560","20,700","23,100","16,250","20,500","16,400","12,000","24,700","66,600","21,650"
04/22/2020,"9,740","20,300","23,750","16,600","20,450","16,000","11,850","24,850","65,400","21,550"
04/21/2020,"9,820","20,500","22,700","16,050","20,400","16,500","11,850","25,100","68,000","21,500"
04/20/2020,"10,550","22,000","24,400","16,750","20,900","17,300","12,700","25,300","68,500","21,800"
04/17/2020,"9,890","21,150","25,650","17,200","20,900","16,700","12,100","24,500","68,500","21,300"
04/16/2020,"9,250","19,800","24,400","17,350","20,600","16,700","11,900","26,300","67,500","21,000"
04/15/2020,"9,400","19,500","22,850","16,900","20,650","16,800","11,950","26,800","67,800","21,350"
04/14/2020,"8,950","19,050","21,400","16,500","20,200","16,000","11,500","25,800","68,000","20,700"
04/13/2020,"9,050","19,700","20,800","16,500","20,150","16,500","11,850","24,900","67,300","21,400"
04/10/2020,"9,040","20,000","20,000","16,350","19,900","16,700","11,950","24,900","67,100","21,650"
04/09/2020,"9,170","20,700","20,150","16,400","20,000","15,600","11,900","24,600","69,000","21,600"
04/08/2020,"9,100","20,550","19,750","16,000","19,500","17,000","11,950","23,400","70,000","21,200"
04/07/2020,"8,730","19,250","20,100","16,300","18,700","15,800","12,150","23,350","66,000","20,500"
04/06/2020,"8,890","18,000","18,950","16,300","18,700","15,800","12,400","23,150","61,700","20,000"
04/03/2020,"8,310","16,850","17,750","15,650","18,300","15,800","11,800","21,800","57,700","20,000"
04/01/2020,"7,770","16,650","16,950","15,500","18,400","15,800","11,750","21,500","54,800","20,800"
03/31/2020,"7,750","16,500","16,400","15,150","18,500","16,000","11,100","21,300","55,000","20,000"
03/30/2020,"8,330","16,750","16,200","15,200","18,800","16,100","11,050","22,000","55,800","19,700"
03/27/2020,"8,950","17,600","17,400","15,700","19,450","16,300","11,100","23,100","60,000","20,300"
03/26/2020,"9,400","17,150","17,300","15,700","19,350","16,300","11,100","23,400","61,000","20,500"
03/25/2020,"9,800","18,250","18,350","16,100","19,350","16,500","11,150","24,500","59,100","19,750"
03/24/2020,"9,410","18,200","17,650","15,300","19,150","16,600","10,450","23,650","55,300","18,500"
03/23/2020,"9,720","19,550","17,700","14,450","19,000","16,800","10,350","23,850","59,400","19,000"
03/20/2020,"10,450","21,000","19,000","15,500","20,000","16,900","11,100","25,600","63,800","20,400"
03/19/2020,"10,650","22,550","19,000","15,300","21,000","17,000","11,300","25,700","68,500","21,000"
03/18/2020,"10,900","24,200","19,800","15,600","21,000","17,100","11,600","26,450","69,500","21,400"
03/17/2020,"11,100","24,200","19,800","15,600","21,000","17,100","12,000","25,850","69,900","22,100"
03/16/2020,"10,650","23,400","19,100","14,650","20,350","17,500","12,000","24,200","71,800","22,000"
03/13/2020,"11,000","21,900","20,500","15,300","21,100","17,600","12,400","24,800","72,000","23,600"
03/12/2020,"11,000","23,500","20,800","15,350","21,650","17,800","12,550","23,450","72,000","22,100"
03/11/2020,"11,800","25,250","22,350","16,500","23,000","18,000","13,450","25,200","76,500","23,500"
03/10/2020,"12,600","27,100","24,000","17,700","23,500","18,000","13,450","26,950","76,500","24,250"
03/09/2020,"12,750","29,100","24,700","18,700","23,000","18,000","13,700","27,850","75,300","24,400"
03/06/2020,"13,700","31,250","26,550","20,100","24,500","18,000","14,700","29,900","80,900","26,200"
03/05/2020,"12,850","32,900","26,300","20,100","24,800","18,000","14,900","29,200","81,000","26,250"
03/04/2020,"12,950","33,500","26,300","20,200","24,800","18,100","14,850","29,800","80,500","25,800"
03/03/2020,"12,500","34,450","26,300","19,550","24,600","18,400","14,900","28,000","80,500","25,800"
03/02/2020,"11,850","33,900","26,400","19,550","24,600","18,400","14,550","26,200","80,500","25,600"
02/28/2020,"11,850","31,800","26,800","19,850","24,550","18,400","14,000","26,050","80,400","25,000"
02/27/2020,"12,200","34,150","27,300","20,600","24,800","18,000","14,550","28,000","80,800","25,300"
02/26/2020,"12,000","36,550","26,700","20,500","24,500","18,000","14,600","27,600","80,900","24,700"
02/25/2020,"12,100","38,750","27,500","21,000","24,700","18,400","14,650","27,000","83,100","24,950"
02/24/2020,"11,850","41,550","26,500","20,500","24,350","18,400","14,500","27,700","84,000","24,600"
02/21/2020,"12,700","44,650","28,250","22,000","24,550","18,500","15,000","29,750","86,100","26,000"
02/20/2020,"12,400","44,500","28,150","22,450","24,550","18,500","14,950","29,800","86,900","26,000"
02/19/2020,"12,300","44,400","27,650","22,150","24,500","18,400","15,000","30,000","86,000","26,300"
02/18/2020,"12,700","44,400","27,650","21,800","24,500","18,400","14,600","29,100","86,000","26,200"
02/17/2020,"12,750","44,450","27,650","21,800","24,500","18,200","14,600","30,100","86,700","26,800"
02/14/2020,"13,050","44,250","28,100","21,650","24,500","18,300","14,900","29,700","87,600","26,900"
02/13/2020,"12,700","45,400","28,300","21,750","24,900","18,500","15,000","28,550","86,000","26,850"
02/12/2020,"12,800","45,100","27,650","21,750","25,300","18,500","14,950","26,700","86,500","26,800"
02/11/2020,"12,650","44,800","26,900","21,350","25,000","18,300","14,850","26,600","86,200","26,100"
02/10/2020,"12,350","44,050","26,550","20,600","24,900","17,800","14,900","26,200","86,200","26,200"
02/07/2020,"12,450","43,050","27,250","20,600","24,900","18,100","14,650","27,600","87,000","26,350"
02/06/2020,"11,650","42,500","27,250","20,700","24,900","17,700","14,800","25,800","86,800","26,300"
02/05/2020,"10,900","41,750","26,300","20,150","24,750","17,400","14,800","24,150","86,000","25,800"
02/04/2020,"10,700","41,200","26,000","19,750","24,700","17,600","14,900","24,150","85,700","25,800"
02/03/2020,"10,850","40,900","26,600","19,550","24,700","17,500","14,600","25,950","85,200","25,800"
01/31/2020,"11,550","41,050","27,500","21,000","25,000","18,500","14,500","27,900","87,500","26,500"
01/30/2020,"12,400","40,650","28,950","21,750","25,500","18,500","14,850","30,000","87,400","27,400"
01/22/2020,"13,050","40,550","29,900","22,550","25,900","18,500","15,300","30,200","89,400","28,100"
01/21/2020,"12,850","40,000","30,000","22,250","25,850","17,800","15,200","30,250","87,500","28,000"
01/20/2020,"12,900","39,700","29,700","21,600","25,800","17,900","15,150","32,500","86,000","27,600"
01/17/2020,"13,000","39,600","29,950","22,100","25,800","18,000","15,800","34,900","86,000","27,000"
01/16/2020,"13,300","38,950","30,600","22,500","25,800","17,800","15,800","35,200","86,100","27,050"
01/15/2020,"13,400","39,000","30,600","22,500","25,600","17,900","16,000","34,500","86,300","27,000"
01/14/2020,"13,350","36,600","30,250","22,500","25,600","17,800","16,350","34,700","86,300","27,150"
01/13/2020,"13,550","34,900","29,400","22,000","25,600","18,000","15,300","35,000","86,300","27,050"
01/10/2020,"13,400","34,650","29,800","22,100","25,600","18,000","15,400","36,100","84,500","26,300"
01/09/2020,"13,550","34,350","30,050","23,050","25,600","18,000","15,350","37,400","83,300","26,300"
01/08/2020,"13,300","34,200","31,000","22,600","25,500","17,600","15,200","36,450","82,500","26,350"
01/07/2020,"13,900","34,100","30,200","24,050","26,300","17,800","14,950","36,000","83,800","26,500"
01/06/2020,"13,700","33,600","30,250","23,500","26,500","18,100","15,100","37,600","83,400","26,700"
01/03/2020,"13,900","33,700","30,650","24,500","26,400","18,300","15,300","39,600","85,200","27,000"
01/02/2020,"14,300","33,300","30,000","24,500","26,500","18,400","15,200","40,700","84,900","27,500"
12/31/2019,"14,500","32,650","30,000","23,800","26,900","18,900","15,450","41,000","84,800","27,500"
12/30/2019,"14,650","32,100","30,150","23,900","27,000","18,900","15,450","41,300","85,500","27,500"
12/27/2019,"14,600","31,700","30,700","24,500","26,900","18,800","15,400","42,000","84,500","27,350"
